Origin,Destination,Hotel Property,Hotel Nights Stay,Hotel Check In Date,Hotel Check Out Date,Expedia Package Price/Person,JetBlue Package Price/Person,% Savings (Compared to Expedia),Month,Advance_weeks,count
BOS,JFK,Hilton Newark Airport,3,11/1/15,11/4/15,483.88,465.12,3.88%,11,within 1 wk,1
BOS,JFK,Hilton Newark Airport,7,11/11/15,11/18/15,660.34,634.76,3.87%,11,1-2 wks,1
BOS,JFK,Hilton Newark Airport,7,11/7/15,11/14/15,726.11,700.47,3.53%,11,1-2 wks,1
BOS,JFK,Hilton Newark Airport,3,10/31/15,11/3/15,440.33,429.55,2.45%,10,within 1 wk,1
JFK,MCO,Hilton Orlando,3,10/28/15,10/31/15,678.23,534.49,21.19%,10,within 1 wk,1
JFK,MCO,Hilton Orlando,3,10/25/15,10/28/15,888.55,712.73,19.79%,10,within 1 wk,1
JFK,MCO,Hilton Orlando,3,11/15/15,11/18/15,519.72,443.41,14.68%,11,2-4 wks,1
JFK,MCO,Hilton Orlando,3,11/4/15,11/7/15,641.22,595.92,7.06%,11,within 1 wk,1
JFK,MCO,Hilton Orlando,7,10/31/15,11/7/15,1009.63,952.86,5.62%,10,within 1 wk,1
JFK,MCO,Hilton Orlando,7,11/25/15,12/2/15,1024.99,985.69,3.83%,11,2-4 wks,1
JFK,MCO,Hilton Orlando,3,11/1/15,11/4/15,640.25,626.92,2.08%,11,within 1 wk,1
JFK,MCO,Hilton Orlando,3,11/25/15,11/28/15,703.43,689.76,1.94%,11,2-4 wks,1
JFK,MCO,Hilton Orlando Bonnet Creek Resort,3,10/25/15,10/28/15,767.54,604.38,21.26%,10,within 1 wk,1
JFK,MCO,Hilton Orlando Bonnet Creek Resort,3,10/28/15,10/31/15,687.48,645.17,6.15%,10,within 1 wk,1
JFK,MCO,Hilton Orlando Bonnet Creek Resort,3,11/25/15,11/28/15,739.14,732.23,0.94%,11,2-4 wks,1
JFK,MCO,Hilton Orlando/Altamonte Springs,3,10/25/15,10/28/15,707.45,503.81,28.79%,10,within 1 wk,1
JFK,MCO,Hilton Orlando/Altamonte Springs,7,10/31/15,11/7/15,722.03,602.05,16.62%,10,within 1 wk,1
JFK,MCO,Hilton Orlando/Altamonte Springs,3,11/8/15,11/11/15,399.07,360.43,9.68%,11,1-2 wks,1
JFK,MCO,Hilton Orlando/Altamonte Springs,3,11/11/15,11/14/15,390.67,354.93,9.15%,11,1-2 wks,1
JFK,MCO,Hilton Orlando/Altamonte Springs,3,11/1/15,11/4/15,498.84,453.45,9.10%,11,within 1 wk,1
JFK,MCO,Hilton Orlando/Altamonte Springs,3,11/4/15,11/7/15,498.31,453.45,9.00%,11,within 1 wk,1
JFK,MCO,Hilton Orlando/Altamonte Springs,3,11/25/15,11/28/15,659.88,615.43,6.74%,11,2-4 wks,1
JFK,MCO,Hilton Orlando/Altamonte Springs,7,10/25/15,11/1/15,887.57,828.33,6.67%,10,within 1 wk,1
JFK,MCO,Hilton Orlando/Altamonte Springs,3,11/13/15,11/16/15,430.58,402.12,6.61%,11,2-4 wks,1
JFK,MCO,Hilton Orlando/Altamonte Springs,7,11/6/15,11/13/15,636.63,595.32,6.49%,11,1-2 wks,1
JFK,MCO,Hilton Orlando/Altamonte Springs,7,11/11/15,11/18/15,565.71,530.51,6.22%,11,1-2 wks,1
JFK,MCO,Hilton Orlando/Altamonte Springs,3,11/18/15,11/21/15,376.52,356.13,5.41%,11,2-4 wks,1
JFK,MCO,Hilton Orlando/Altamonte Springs,7,11/4/15,11/11/15,659.21,624.09,5.33%,11,within 1 wk,1
JFK,MCO,Hilton Orlando/Altamonte Springs,7,11/25/15,12/2/15,658.72,625.61,5.03%,11,2-4 wks,1
JFK,MCO,Hilton Orlando/Altamonte Springs,3,11/7/15,11/10/15,464.91,446.53,3.95%,11,1-2 wks,1
JFK,MCO,Hilton Orlando/Altamonte Springs,7,11/13/15,11/20/15,573,551.66,3.72%,11,2-4 wks,1
JFK,MCO,Hilton Orlando/Altamonte Springs,7,11/22/15,11/29/15,747.07,721.62,3.41%,11,2-4 wks,1
JFK,MCO,Hilton Orlando/Altamonte Springs,3,11/20/15,11/23/15,415.46,402.1,3.21%,11,2-4 wks,1
JFK,MCO,Hilton Orlando/Altamonte Springs,3,11/21/15,11/24/15,370.44,360.43,2.70%,11,2-4 wks,1
JFK,MCO,Hilton Orlando/Altamonte Springs,7,11/14/15,11/21/15,537.51,524.2,2.48%,11,2-4 wks,1
JFK,MCO,Hilton Orlando/Altamonte Springs,3,11/15/15,11/18/15,330.05,324.16,1.78%,11,2-4 wks,1
JFK,MCO,Hilton Orlando/Altamonte Springs,3,11/22/15,11/25/15,328.47,323,1.67%,11,2-4 wks,1
JFK,MCO,Hilton Orlando/Altamonte Springs,7,11/15/15,11/22/15,566.9,561.19,1.01%,11,2-4 wks,1
JFK,MCO,Hilton Orlando/Altamonte Springs,7,11/1/15,11/8/15,787.01,780.81,0.79%,11,within 1 wk,1
JFK,MCO,Hilton Orlando/Altamonte Springs,7,11/8/15,11/15/15,598.9,594.79,0.69%,11,1-2 wks,1
JFK,MCO,Hilton Orlando/Altamonte Springs,7,11/21/15,11/28/15,691.98,690.61,0.20%,11,2-4 wks,1
JFK,MCO,Hilton Orlando/Altamonte Springs,7,11/18/15,11/25/15,486.75,486.62,0.03%,11,2-4 wks,1
JFK,PBI,Hilton Palm Beach Airport,3,11/14/15,11/17/15,457.11,355.73,22.18%,11,2-4 wks,1
JFK,PBI,Hilton Palm Beach Airport,3,10/24/15,10/27/15,474.37,426.51,10.09%,10,within 1 wk,1
JFK,PBI,Hilton Palm Beach Airport,7,10/25/15,11/1/15,708.63,650.03,8.27%,10,within 1 wk,1
JFK,PBI,Hilton Palm Beach Airport,7,10/24/15,10/31/15,770.82,710.07,7.88%,10,within 1 wk,1
JFK,PBI,Hilton Palm Beach Airport,3,10/23/15,10/26/15,640.43,592.35,7.51%,10,within 1 wk,1
JFK,PBI,Hilton Palm Beach Airport,3,10/31/15,11/3/15,427.9,395.97,7.46%,10,within 1 wk,1
JFK,PBI,Hilton Palm Beach Airport,3,10/25/15,10/28/15,440.81,408.19,7.40%,10,within 1 wk,1
JFK,PBI,Hilton Palm Beach Airport,3,11/21/15,11/24/15,464.04,439.92,5.20%,11,2-4 wks,1
JFK,PBI,Hilton Palm Beach Airport,3,10/30/15,11/2/15,458.7,438.1,4.49%,10,within 1 wk,1
JFK,PBI,Hilton Palm Beach Airport,3,11/22/15,11/25/15,460.06,441.87,3.95%,11,2-4 wks,1
JFK,PBI,Hilton Palm Beach Airport,3,11/13/15,11/16/15,461.55,444.3,3.74%,11,2-4 wks,1
JFK,PBI,Hilton Palm Beach Airport,3,11/8/15,11/11/15,408.1,394.15,3.42%,11,1-2 wks,1
JFK,PBI,Hilton Palm Beach Airport,3,11/1/15,11/4/15,433.5,419.27,3.28%,11,within 1 wk,1
JFK,PBI,Hilton Palm Beach Airport,3,11/6/15,11/9/15,540.63,523,3.26%,11,1-2 wks,1
JFK,PBI,Hilton Palm Beach Airport,3,11/18/15,11/21/15,401.1,390.35,2.68%,11,2-4 wks,1
JFK,PBI,Hilton Palm Beach Airport,7,11/22/15,11/29/15,865.08,843.88,2.45%,11,2-4 wks,1
JFK,PBI,Hilton Palm Beach Airport,3,11/20/15,11/23/15,517.68,506.06,2.24%,11,2-4 wks,1
JFK,PBI,Hilton Palm Beach Airport,3,11/15/15,11/18/15,399.03,390.35,2.18%,11,2-4 wks,1
JFK,PBI,Hilton Palm Beach Airport,3,11/7/15,11/10/15,404.67,396.2,2.09%,11,1-2 wks,1
JFK,PBI,Hilton Palm Beach Airport,7,10/28/15,11/4/15,620.03,607.31,2.05%,10,within 1 wk,1
JFK,PBI,Hilton Palm Beach Airport,3,11/11/15,11/14/15,406.33,398.21,2.00%,11,1-2 wks,1
JFK,PBI,Hilton Palm Beach Airport,7,11/21/15,11/28/15,913.33,900.88,1.36%,11,2-4 wks,1
JFK,PBI,Hilton Palm Beach Airport,7,11/11/15,11/18/15,585.25,582.4,0.49%,11,1-2 wks,1
JFK,PBI,Hilton Palm Beach Airport,7,10/31/15,11/7/15,619.75,619.31,0.07%,10,within 1 wk,1
JFK,LAX,Hilton Pasadena,3,10/30/15,11/2/15,665.13,530.19,20.29%,10,within 1 wk,1
JFK,LAX,Hilton Pasadena,7,10/24/15,10/31/15,1411.1,1128.66,20.02%,10,within 1 wk,1
JFK,LAX,Hilton Pasadena,3,10/23/15,10/26/15,1029.48,834.88,18.90%,10,within 1 wk,1
JFK,LAX,Hilton Pasadena,3,11/22/15,11/25/15,597.74,533.45,10.76%,11,2-4 wks,1
JFK,LAX,Hilton Pasadena,7,10/23/15,10/30/15,1538.24,1422.23,7.54%,10,within 1 wk,1
JFK,LAX,Hilton Pasadena,7,11/22/15,11/29/15,1113.35,1077.17,3.25%,11,2-4 wks,1
JFK,SJU,Hilton Ponce Golf and Casino Resort,3,10/25/15,10/28/15,747.62,532.05,28.83%,10,within 1 wk,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,7,11/7/15,11/14/15,915.46,665.26,27.33%,11,1-2 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,3,10/25/15,10/28/15,578.66,421.16,27.22%,10,within 1 wk,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,7,11/4/15,11/11/15,871.28,638.63,26.70%,11,within 1 wk,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,7,11/1/15,11/8/15,945.73,696.71,26.33%,11,within 1 wk,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,7,11/20/15,11/27/15,929.72,693.83,25.37%,11,2-4 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,3,11/4/15,11/7/15,506.71,380.59,24.89%,11,within 1 wk,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,7,11/21/15,11/28/15,970.72,730.58,24.74%,11,2-4 wks,1
JFK,SJU,Hilton Ponce Golf and Casino Resort,3,10/24/15,10/27/15,770.53,580.59,24.65%,10,within 1 wk,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,3,11/7/15,11/10/15,480.98,367.13,23.67%,11,1-2 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,7,11/6/15,11/13/15,835.76,638.63,23.59%,11,1-2 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,7,11/13/15,11/20/15,914.65,712.23,22.13%,11,2-4 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,3,10/23/15,10/26/15,599.35,477.7,20.30%,10,within 1 wk,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,7,11/22/15,11/29/15,978.1,781.71,20.08%,11,2-4 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,7,11/11/15,11/18/15,844.55,680.03,19.48%,11,1-2 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,3,11/6/15,11/9/15,464.87,375.34,19.26%,11,1-2 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,7,11/14/15,11/21/15,879.26,711.26,19.11%,11,2-4 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,7,11/8/15,11/15/15,879.54,712.23,19.02%,11,1-2 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,7,11/25/15,12/2/15,876.46,712.23,18.74%,11,2-4 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,7,11/18/15,11/25/15,867.47,711.26,18.01%,11,2-4 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,3,11/11/15,11/14/15,480.24,394.73,17.81%,11,1-2 wks,1
JFK,SJU,Hilton Ponce Golf and Casino Resort,7,11/7/15,11/14/15,938.45,774.09,17.51%,11,1-2 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,3,10/24/15,10/27/15,564.23,465.65,17.47%,10,within 1 wk,1
JFK,SJU,Hilton Ponce Golf and Casino Resort,7,11/1/15,11/8/15,1113.94,919.73,17.43%,11,within 1 wk,1
JFK,SJU,Hilton Ponce Golf and Casino Resort,7,11/13/15,11/20/15,945.75,783.71,17.13%,11,2-4 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,3,11/21/15,11/24/15,554.54,460.05,17.04%,11,2-4 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,3,11/1/15,11/4/15,468.7,390.29,16.73%,11,within 1 wk,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,7,11/15/15,11/22/15,855.23,712.23,16.72%,11,2-4 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,3,11/14/15,11/17/15,441.05,367.55,16.66%,11,2-4 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,3,11/22/15,11/25/15,548.16,461.4,15.83%,11,2-4 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,3,11/20/15,11/23/15,538.83,454.46,15.66%,11,2-4 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,7,10/23/15,10/30/15,926.33,783.03,15.47%,10,within 1 wk,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,3,11/8/15,11/11/15,424.13,359.81,15.17%,11,1-2 wks,1
JFK,SJU,Hilton Ponce Golf and Casino Resort,7,11/20/15,11/27/15,1093.3,935.09,14.47%,11,2-4 wks,1
JFK,SJU,Hilton Ponce Golf and Casino Resort,3,11/14/15,11/17/15,503.75,432.08,14.23%,11,2-4 wks,1
JFK,SJU,Hilton Ponce Golf and Casino Resort,7,11/11/15,11/18/15,867.51,744.41,14.19%,11,1-2 wks,1
JFK,SJU,Hilton Ponce Golf and Casino Resort,7,11/14/15,11/21/15,927.72,797.09,14.08%,11,2-4 wks,1
JFK,SJU,Hilton Ponce Golf and Casino Resort,3,11/7/15,11/10/15,519.13,446.33,14.02%,11,1-2 wks,1
JFK,SJU,Hilton Ponce Golf and Casino Resort,7,11/15/15,11/22/15,945.3,816.17,13.66%,11,2-4 wks,1
JFK,SJU,Hilton Ponce Golf and Casino Resort,3,11/1/15,11/4/15,615.23,531.96,13.53%,11,within 1 wk,1
JFK,SJU,Hilton Ponce Golf and Casino Resort,7,11/25/15,12/2/15,1058.5,915.89,13.47%,11,2-4 wks,1
JFK,SJU,Hilton Ponce Golf and Casino Resort,3,11/8/15,11/11/15,489.88,424,13.45%,11,1-2 wks,1
JFK,SJU,Hilton Ponce Golf and Casino Resort,7,11/8/15,11/15/15,1006.65,872.29,13.35%,11,1-2 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,3,11/15/15,11/18/15,461.43,401.6,12.97%,11,2-4 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,3,11/18/15,11/21/15,504.83,441.15,12.61%,11,2-4 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,3,11/25/15,11/28/15,572.03,505.71,11.59%,11,2-4 wks,1
JFK,SJU,Hilton Ponce Golf and Casino Resort,3,11/11/15,11/14/15,524.55,465.11,11.33%,11,1-2 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,3,11/13/15,11/16/15,454.42,402.94,11.33%,11,2-4 wks,1
JFK,SJU,Hilton Ponce Golf and Casino Resort,7,11/18/15,11/25/15,910.19,813.65,10.61%,11,2-4 wks,1
JFK,SJU,Hilton Ponce Golf and Casino Resort,3,11/20/15,11/23/15,647.96,590.56,8.86%,11,2-4 wks,1
JFK,SJU,Hilton Ponce Golf and Casino Resort,3,11/15/15,11/18/15,473.36,433.18,8.49%,11,2-4 wks,1
JFK,SJU,Hilton Ponce Golf and Casino Resort,3,11/13/15,11/16/15,590.73,543.2,8.05%,11,2-4 wks,1
JFK,SJU,Hilton Ponce Golf and Casino Resort,3,11/18/15,11/21/15,534.24,502.45,5.95%,11,2-4 wks,1
FLL,SJU,Hilton Ponce Golf and Casino Resort,3,10/30/15,11/2/15,479.19,478.28,0.19%,10,within 1 wk,1
MCO,MBJ,Hilton Rose Hall Resort and Spa,3,10/25/15,10/28/15,830.39,724.13,12.80%,10,within 1 wk,1
MCO,MBJ,Hilton Rose Hall Resort and Spa,3,10/28/15,10/31/15,830.11,724.13,12.77%,10,within 1 wk,1
MCO,MBJ,Hilton Rose Hall Resort and Spa,3,11/13/15,11/16/15,855.29,758.83,11.28%,11,2-4 wks,1
MCO,MBJ,Hilton Rose Hall Resort and Spa,3,10/30/15,11/2/15,809.33,724.13,10.53%,10,within 1 wk,1
MCO,MBJ,Hilton Rose Hall Resort and Spa,3,11/1/15,11/4/15,799.8,717.13,10.34%,11,within 1 wk,1
JFK,MBJ,Hilton Rose Hall Resort and Spa,3,10/30/15,11/2/15,955.46,876.91,8.22%,10,within 1 wk,1
MCO,MBJ,Hilton Rose Hall Resort and Spa,3,10/21/15,10/24/15,1162.37,1069.1,8.02%,10,within 1 wk,1
MCO,MBJ,Hilton Rose Hall Resort and Spa,3,11/11/15,11/14/15,778.45,738.83,5.09%,11,1-2 wks,1
MCO,MBJ,Hilton Rose Hall Resort and Spa,3,10/31/15,11/3/15,752.83,717.13,4.74%,10,within 1 wk,1
JFK,MBJ,Hilton Rose Hall Resort and Spa,3,11/1/15,11/4/15,859.11,836.91,2.58%,11,within 1 wk,1
MCO,MBJ,Hilton Rose Hall Resort and Spa,3,11/15/15,11/18/15,701.06,684.13,2.42%,11,2-4 wks,1
MCO,MBJ,Hilton Rose Hall Resort and Spa,3,10/24/15,10/27/15,827.63,812.1,1.88%,10,within 1 wk,1
MCO,MBJ,Hilton Rose Hall Resort and Spa,3,11/18/15,11/21/15,696.89,684.13,1.83%,11,2-4 wks,1
MCO,MBJ,Hilton Rose Hall Resort and Spa,3,11/14/15,11/17/15,690.13,684.13,0.87%,11,2-4 wks,1
JFK,MBJ,Hilton Rose Hall Resort and Spa,3,10/25/15,10/28/15,945.92,938.04,0.83%,10,within 1 wk,1
JFK,SAN,Hilton San Diego Airport/Harbor Island,3,10/24/15,10/27/15,1404.97,707.66,49.63%,10,within 1 wk,1
JFK,SAN,Hilton San Diego Airport/Harbor Island,7,10/31/15,11/7/15,1846.99,1549.47,16.11%,10,within 1 wk,1
JFK,SAN,Hilton San Diego Airport/Harbor Island,3,11/6/15,11/9/15,754.26,724.58,3.93%,11,1-2 wks,1
JFK,SAN,Hilton San Diego Airport/Harbor Island,3,11/7/15,11/10/15,637.17,621.45,2.47%,11,1-2 wks,1
JFK,SAN,Hilton San Diego Airport/Harbor Island,3,11/21/15,11/24/15,740.63,738.87,0.24%,11,2-4 wks,1
JFK,SAN,Hilton San Diego Airport/Harbor Island,7,11/7/15,11/14/15,1193.73,1192.79,0.08%,11,1-2 wks,1
JFK,SAN,Hilton San Diego Airport/Harbor Island,7,11/6/15,11/13/15,1173.96,1173.79,0.01%,11,1-2 wks,1
JFK,SAN,Hilton San Diego Del Mar,3,10/24/15,10/27/15,1187.66,518.36,56.35%,10,within 1 wk,1
JFK,SAN,Hilton San Diego Del Mar,3,10/28/15,10/31/15,1086.42,533.3,50.91%,10,within 1 wk,1
JFK,SAN,Hilton San Diego Del Mar,7,10/24/15,10/31/15,1429.42,789.46,44.77%,10,within 1 wk,1
JFK,SAN,Hilton San Diego Del Mar,3,10/30/15,11/2/15,783.91,517.9,33.93%,10,within 1 wk,1
JFK,SAN,Hilton San Diego Del Mar,3,10/31/15,11/3/15,784.54,518.36,33.93%,10,within 1 wk,1
JFK,SAN,Hilton San Diego Del Mar,7,10/30/15,11/6/15,1020.92,780.51,23.55%,10,within 1 wk,1
JFK,SAN,Hilton San Diego Del Mar,7,10/28/15,11/4/15,1047.72,810.79,22.61%,10,within 1 wk,1
JFK,SAN,Hilton San Diego Del Mar,7,10/31/15,11/7/15,1180.63,919.19,22.14%,10,within 1 wk,1
JFK,SAN,Hilton San Diego Del Mar,7,10/25/15,11/1/15,1364.9,1097.28,19.61%,10,within 1 wk,1
JFK,SAN,Hilton San Diego Del Mar,3,10/25/15,10/28/15,1179.53,1090.8,7.52%,10,within 1 wk,1
JFK,SAN,Hilton San Diego Del Mar,3,11/1/15,11/4/15,798.98,758.55,5.06%,11,within 1 wk,1
JFK,SAN,Hilton San Diego Del Mar,7,11/1/15,11/8/15,1106.92,1087.28,1.77%,11,within 1 wk,1
JFK,SAN,Hilton San Diego Gaslamp Quarter,3,10/30/15,11/2/15,935.02,546.6,41.54%,10,within 1 wk,1
JFK,SAN,Hilton San Diego Gaslamp Quarter,7,11/22/15,11/29/15,1319.18,1076.74,18.38%,11,2-4 wks,1
JFK,SAN,Hilton San Diego Gaslamp Quarter,7,11/4/15,11/11/15,1849.39,1515.36,18.06%,11,within 1 wk,1
JFK,SAN,Hilton San Diego Gaslamp Quarter,7,11/6/15,11/13/15,1493.85,1232.88,17.47%,11,1-2 wks,1
JFK,SAN,Hilton San Diego Gaslamp Quarter,7,11/7/15,11/14/15,1487.23,1233.37,17.07%,11,1-2 wks,1
JFK,SAN,Hilton San Diego Gaslamp Quarter,7,11/1/15,11/8/15,2145.69,1850.58,13.75%,11,within 1 wk,1
JFK,SAN,Hilton San Diego Gaslamp Quarter,7,11/25/15,12/2/15,1054.72,912.03,13.53%,11,2-4 wks,1
JFK,SAN,Hilton San Diego Gaslamp Quarter,3,11/22/15,11/25/15,684.42,639.67,6.54%,11,2-4 wks,1
JFK,SAN,Hilton San Diego Gaslamp Quarter,3,11/6/15,11/9/15,863.71,807.83,6.47%,11,1-2 wks,1
JFK,SAN,Hilton San Diego Resort and Spa,3,10/24/15,10/27/15,1304.43,640.51,50.90%,10,within 1 wk,1
JFK,SAN,Hilton San Diego Resort and Spa,3,10/28/15,10/31/15,1166.08,612.94,47.44%,10,within 1 wk,1
JFK,SAN,Hilton San Diego Resort and Spa,3,10/30/15,11/2/15,798.83,522.74,34.56%,10,within 1 wk,1
JFK,SAN,Hilton San Diego Resort and Spa,3,10/31/15,11/3/15,835.56,565.84,32.28%,10,within 1 wk,1
JFK,SAN,Hilton San Diego Resort and Spa,7,10/24/15,10/31/15,1831.96,1266.72,30.85%,10,within 1 wk,1
JFK,SAN,Hilton San Diego Resort and Spa,7,10/31/15,11/7/15,1733.16,1262.65,27.15%,10,within 1 wk,1
JFK,SAN,Hilton San Diego Resort and Spa,7,10/30/15,11/6/15,1515.16,1123.97,25.82%,10,within 1 wk,1
JFK,SAN,Hilton San Diego Resort and Spa,7,11/1/15,11/8/15,1771.73,1460.97,17.54%,11,within 1 wk,1
JFK,SAN,Hilton San Diego Resort and Spa,7,10/25/15,11/1/15,1704.11,1491.44,12.48%,10,within 1 wk,1
JFK,SAN,Hilton San Diego Resort and Spa,3,10/25/15,10/28/15,1283.78,1151.36,10.31%,10,within 1 wk,1
JFK,SAN,Hilton San Diego Resort and Spa,3,11/6/15,11/9/15,672.15,648.28,3.55%,11,1-2 wks,1
JFK,SAN,Hilton San Diego Resort and Spa,3,11/4/15,11/7/15,858.95,846.84,1.41%,11,within 1 wk,1
JFK,SAN,Hilton San Diego Resort and Spa,3,11/7/15,11/10/15,646.2,637.13,1.40%,11,1-2 wks,1
JFK,SAN,Hilton San Diego Resort and Spa,3,11/21/15,11/24/15,710.22,705.37,0.68%,11,2-4 wks,1
JFK,SAN,Hilton San Diego Resort and Spa,3,11/22/15,11/25/15,678.06,677.63,0.06%,11,2-4 wks,1
JFK,SFO,Hilton San Francisco Airport Bayfront,3,10/21/15,10/24/15,1407.17,935.41,33.53%,10,within 1 wk,1
JFK,SFO,Hilton San Francisco Airport Bayfront,3,10/23/15,10/26/15,1191.55,840.6,29.45%,10,within 1 wk,1
JFK,SFO,Hilton San Francisco Airport Bayfront,3,10/30/15,11/2/15,695.04,536.34,22.83%,10,within 1 wk,1
JFK,SFO,Hilton San Francisco Airport Bayfront,7,11/18/15,11/25/15,1301.84,1078.27,17.17%,11,2-4 wks,1
JFK,SFO,Hilton San Francisco Airport Bayfront,7,10/30/15,11/6/15,1366.73,1164.99,14.76%,10,within 1 wk,1
JFK,SFO,Hilton San Francisco Airport Bayfront,3,10/31/15,11/3/15,788.45,684.05,13.24%,10,within 1 wk,1
JFK,SFO,Hilton San Francisco Airport Bayfront,3,10/25/15,10/28/15,1228.35,1113.58,9.34%,10,within 1 wk,1
JFK,SFO,Hilton San Francisco Airport Bayfront,3,11/8/15,11/11/15,800.46,726.64,9.22%,11,1-2 wks,1
JFK,SFO,Hilton San Francisco Airport Bayfront,3,11/18/15,11/21/15,917.83,854.83,6.86%,11,2-4 wks,1
JFK,SFO,Hilton San Francisco Airport Bayfront,7,10/21/15,10/28/15,2095.72,1951.99,6.86%,10,within 1 wk,1
JFK,SFO,Hilton San Francisco Airport Bayfront,7,11/15/15,11/22/15,1470.05,1379.26,6.18%,11,2-4 wks,1
JFK,SFO,Hilton San Francisco Airport Bayfront,3,11/1/15,11/4/15,884.16,832.72,5.82%,11,within 1 wk,1
JFK,SFO,Hilton San Francisco Airport Bayfront,3,10/24/15,10/27/15,1081.45,1030.82,4.68%,10,within 1 wk,1
JFK,SFO,Hilton San Francisco Airport Bayfront,3,10/28/15,10/31/15,940.96,918.86,2.35%,10,within 1 wk,1
JFK,SFO,Hilton San Francisco Airport Bayfront,3,11/4/15,11/7/15,753.71,744.51,1.22%,11,within 1 wk,1
JFK,SFO,Hilton San Francisco Airport Bayfront,7,10/25/15,11/1/15,1819.07,1801.34,0.97%,10,within 1 wk,1
JFK,SFO,Hilton San Francisco Airport Bayfront,3,11/14/15,11/17/15,648.15,643.15,0.77%,11,2-4 wks,1
JFK,SFO,Hilton San Francisco Airport Bayfront,3,11/22/15,11/25/15,564.62,561.87,0.49%,11,2-4 wks,1
JFK,SFO,Hilton San Francisco Airport Bayfront,7,11/4/15,11/11/15,1442.9,1437.15,0.40%,11,within 1 wk,1
JFK,SFO,Hilton San Francisco Airport Bayfront,3,11/15/15,11/18/15,769.6,769.08,0.07%,11,2-4 wks,1
JFK,SFO,Hilton San Francisco Downtown/Financial District,3,10/21/15,10/24/15,1475.06,882.19,40.19%,10,within 1 wk,1
JFK,SFO,Hilton San Francisco Downtown/Financial District,3,10/23/15,10/26/15,1503.22,1077.86,28.30%,10,within 1 wk,1
JFK,SFO,Hilton San Francisco Downtown/Financial District,3,10/31/15,11/3/15,802.74,632.79,21.17%,10,within 1 wk,1
JFK,SFO,Hilton San Francisco Downtown/Financial District,3,10/30/15,11/2/15,765.26,604.62,20.99%,10,within 1 wk,1
JFK,SFO,Hilton San Francisco Downtown/Financial District,7,10/30/15,11/6/15,1752.3,1464.58,16.42%,10,within 1 wk,1
JFK,SFO,Hilton San Francisco Downtown/Financial District,7,10/21/15,10/28/15,2521.31,2165.14,14.13%,10,within 1 wk,1
JFK,SFO,Hilton San Francisco Downtown/Financial District,3,11/1/15,11/4/15,993.74,853.59,14.10%,11,within 1 wk,1
JFK,SFO,Hilton San Francisco Downtown/Financial District,3,10/24/15,10/27/15,1482.24,1322.11,10.80%,10,within 1 wk,1
JFK,SFO,Hilton San Francisco Downtown/Financial District,3,10/25/15,10/28/15,1530.9,1414.63,7.60%,10,within 1 wk,1
JFK,SFO,Hilton San Francisco Downtown/Financial District,3,10/28/15,10/31/15,1165.31,1098.09,5.77%,10,within 1 wk,1
JFK,SFO,Hilton San Francisco Downtown/Financial District,7,10/23/15,10/30/15,2456.02,2319.76,5.55%,10,within 1 wk,1
JFK,SFO,Hilton San Francisco Downtown/Financial District,7,11/22/15,11/29/15,1174.72,1114.26,5.15%,11,2-4 wks,1
JFK,SFO,Hilton San Francisco Downtown/Financial District,7,10/31/15,11/7/15,1834.12,1747.18,4.74%,10,within 1 wk,1
JFK,SFO,Hilton San Francisco Downtown/Financial District,7,11/21/15,11/28/15,1169.6,1131.88,3.22%,11,2-4 wks,1
JFK,SFO,Hilton San Francisco Downtown/Financial District,3,11/25/15,11/28/15,871.69,845.11,3.05%,11,2-4 wks,1
